"Genus"	"Subgenus"	"Section"	"Series"	"Subseries"	"Species"	"Subspecies"	"NativeRange"	"DN_Observed"	"DN_Collected"	"CCA_Status"	"Synonyms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus socialis"	"subsp. eucentrica (inland red mallee)"	"WA,NT,SA,Qld"	"O"	"C"	"G(4)m"	"E. eucentrica"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus socialis"	"subsp. victoriensis (desert red mallee)"	"SA,WA"	"O"	"C"	"G(2)m"	"E. sp. aff. socialis (southern GVD) in Brooker et al. 2002"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus gillii (silver mallee, curly mallee)"	""	"SA,NSW"	"O"	"C"	"G(2)m"	"E. gillii var. petiolaris"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus wyolensis (Wyola mallee)"	""	"SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus vokesensis (Vokes Hill mallee)"	""	"SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus yumbarrana (Yumbarra mallee)"	""	"SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"Eucalyptus dolichocera (Kalbarri red mallee)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. R in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decussatae"	"[Eucalyptus × intrasilvatica]"	""	"WA"	"O"	"C"	"G(2)"	"= E. aspersa × E. dorrienii hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus sp. Dunbar Road (Nicolle 5466 & French)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus urna (merrit)"	""	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus peninsularis (Cummins mallee)"	""	"SA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus flocktoniae (Flockton’s mallee)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus flocktoniae (Flockton’s mallee)"	"subsp. flocktoniae"	"WA"	"O"	"C"	"G(4)m"	"E. ‘viridans’ ms in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus flocktoniae (Flockton’s mallee)"	"subsp. hebes"	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus neutra (Newdegate mallee)"	""	"WA"	"O"	"C"	"G(6)m"	"E. sp. Q in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus luculenta (Mount Ragged mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus moderata (redwood mallee)"	""	"WA"	"O"	"C"	"G(7)m"	"E. transcontinentalis subsp. semivestita"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus hypolaena (desert redwood)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. P subsp. ‘blackbutt’ in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus sp. Cable Haul Road (Nicolle 6956 & French)"	""	"WA"	"O"	"C"	"G(2)m"	"E. ‘inconstans’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus optima (Balladonia redwood)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. P subsp. P in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus transcontinentalis (redwood)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Subulatae"	"sub Decurrentes"	"Eucalyptus rhomboidea (diamond gum)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Balladonienses"	""	"Eucalyptus balladoniensis (Balladonia mallee)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Balladonienses"	""	"Eucalyptus balladoniensis (Balladonia mallee)"	"subsp. sedens"	"WA"	"O"	"C"	"G(2)m"	"E. balladoniensis subsp. sessile fruit in Brooker & Kleinig 1990"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Balladonienses"	""	"Eucalyptus balladoniensis (Balladonia mallee)"	"subsp. balladoniensis"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Balladonienses"	""	"Eucalyptus indurata (ironbark)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Inflexae"	"Eucalyptus virginea (Mount Lindesay white gum)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. Denmark (Annels 3107)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Inflexae"	"Eucalyptus lanepoolei (salmonbark wandoo)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Inflexae"	"Eucalyptus relicta (Whicher Range gum)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus drummondii (Drummond’s mallee)"	""	"WA"	"O"	"C"	"G(4)m"	"?E. annuliformis, E. drummondii subsp. Moora (Nicolle 1653),"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"E. drummondii subsp. York (Nicolle 3684 & French)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus glomerosa (jinjulu)"	""	"SA,WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus oxymitra (sharp-capped mallee)"	""	"SA,NT,WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus sp. Little Sandy Desert (Nicolle 4304 & French)"	""	"WA"	"O"	"C"	"G(3)m"	"E. oldfieldii subsp. ‘paupera’ ms, E. oldfieldii subsp. ‘millarensis’ ms, E. oldfieldii subsp. Millar Range (French 303)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus oldfieldii (Oldfield’s mallee)"	""	"WA"	"O"	"C"	"G(2)m"	"E. oldfieldii subsp. ‘decora’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus burracoppinensis (Burracoppin mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus rameliana (Giles’ mallee)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus rhodantha (rose mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. rhodantha var. petiolaris"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus macrocarpa"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus macrocarpa"	"subsp. elachantha (small-leaved mottecah)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus macrocarpa"	"subsp. macrocarpa (rose of the west, mottlecah)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus pyriformis (pear-fruited mallee, Dowerin rose)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus youngiana (large-fruited mallee, Ooldea mallee)"	""	"SA,WA"	"O"	"C"	"G(4)m"	"E. pyriformis subsp. youngiana"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus alatissima (wing-fruited mallee)"	""	"WA,SA"	"O"	"C"	"G(2)m"	"E. kingsmillii subsp. alatissima"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus kingsmillii (Kingsmill’s mallee)"	""	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus pachyphylla (red-budded mallee)"	""	"NT,WA,Qld"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"Eucalyptus sessilis (Finke River mallee)"	""	"NT,WA"	"O"	"C"	"G(1)m"	"E. pachyphylla var. sessilis"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"[Eucalyptus × carnabyi (Carnaby’s mallee)]"	""	"WA"	"O"	"C"	"–"	"= E. drummondii × E. macrocarpa subsp. macrocarpa hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"[Eucalyptus × ‘graniticola’ ms]"	""	"WA"	"O"	"C"	"–"	"= E. drummondii × E. rudis subsp. rudis hybrid, E. sp. Wagerup (Johnson 9127 & Briggs)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Xylocarpae"	"[Eucalyptus × impensa (Eneabba mallee)]"	""	"WA"	"O"	"C"	"G(2)m"	"= E. macrocarpa subsp. macrocarpa × E. pyriformis hybrid"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus beardiana (Beard’s mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus synandra (Jingymia mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus rosacea"	""	"WA"	"O"	"C"	"G(2)m"	"E. ‘elachyphylla’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus leptopoda"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus leptopoda"	"subsp. leptopoda (whipstick mallee, Tammin mallee)"	"WA"	"O"	"C"	"G(3)m"	"E. leptopoda subsp. subluta"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus leptopoda"	"subsp. Glaucous (Nicolle 7315 & French)"	"WA"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus leptopoda"	"subsp. elevata"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Leptopodae"	"Eucalyptus ‘arctata’ ms (narrow-leaved sandplain mallee)"	""	"WA"	"O"	"C"	"G(2)m"	"E. leptopoda subsp. arctata, E. leptopoda subsp. ‘pachyphitra’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus ewartiana (Ewart’s mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus websteriana (heart-leaved mallee)"	""	"WA"	"O"	"C"	"G(3)m"	"E. websteriana subsp. norsemanica"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus minniritchi (Centralian minniritchi mallee)"	""	"NT,WA,SA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus orbifolia (round-leaved mallee)"	""	"WA"	"O"	"C"	"G(4)m"	"E. lata"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus educta"	""	"WA"	"O"	"C"	"G(6)m"	"E. sp. Jaurdi Hill (French 2738)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus crucis"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus crucis"	"subsp. crucis (Southern Cross silver mallee)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus crucis"	"subsp. praecipua (Paynes Find mallee)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Curviptera"	"sub Orbifoliae (minniritchi-barked mallees)"	"Eucalyptus crucis"	"subsp. lanceolata (narrow-leaved granite mallee)"	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Caesiae"	""	"Eucalyptus caesia"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Caesiae"	""	"Eucalyptus caesia"	"subsp. Boyagin Rock (Nicolle 5542 & French)"	"WA"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Caesiae"	""	"Eucalyptus caesia"	"subsp. caesia (caesia)"	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Caesiae"	""	"Eucalyptus caesia"	"subsp. magna (silver princess)"	"WA"	"O"	"C"	"G(3)m"	"E. caesia ‘Silver Princess’"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Caesiae"	""	"Eucalyptus caesia"	"subsp. Southern rocks (Nicolle 3813 & French)"	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus formanii (feather mallee)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus formanii (feather mallee)"	"subsp. formanii"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus formanii (feather mallee)"	"subsp. Broad-leaf (Nicolle 5677 & French)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Mulga Rock (Hill 2668 & Johnson)"	""	"WA"	"O"	"C"	"G(2)m"	"E. sp. S of Brooker & Kleinig 1990, ?E. ‘undulans’ ms,"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"E. sp. Lake Minigwal (Nicolle 2720 & Connors)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus perangusta (fine-leaved mallee)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus kumarlensis (Kumarl salmon gum)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus olivina (olive-leaved mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus dissimulata (red-capped mallee)"	""	"WA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Kalbarri (Brooker 7937)"	""	"WA"	"O"	"C"	"G(2)m"	"E. uncinata var. rostrata, E. uncinata var. major"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus rigidula (stiff-leaved mallee)"	""	"WA"	"O"	"C"	"G(11)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Fraser Range (Nicolle 2157)"	""	"WA"	"O"	"C"	"G(3)m"	"?E. ‘aperticoma’ ms, ?E. ‘clancularia’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"?Eucalyptus sp. Ravensthorpe (George 616)"	""	"WA"	"O"	"C"	"–"	"Dubious species (possibly = E. sp. Fraser Range), ?E. ‘austrina’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus foecunda"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus foecunda"	"subsp. foecunda (Fremantle mallee)"	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus foecunda"	"subsp. North (Nicolle 7322 & French)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus latens (secret mallee)"	""	"WA"	"O"	"C"	"G(6)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Sullivan Soak (Nicolle 5503 & French)"	""	"WA"	"O"	"C"	"G(2)m"	"E. ‘Moon Lagoon’, E. ‘lunata’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus leptophylla (narrow-leaved red mallee)"	""	"SA,Vic,NSW,WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Great Victoria Desert (Nicolle 3877 & French)"	""	"WA,SA"	"O"	"C"	"G(8)m"	"E. ‘oblivialis’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus horistes (pointed bud mallee)"	""	""	""	""	""	"E. hypochlamydea"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus horistes (pointed bud mallee)"	"subsp. horistes"	"WA"	"O"	"C"	"G(5)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus horistes (pointed bud mallee)"	"subsp. Southern smooth-bark (Nicolle 6916 & French)"	"WA"	"O"	"C"	"G(3)m"	"E. sp. Southern smooth-bark (Nicolle 6916 & French)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus fruticosa (Kalbarri mallee)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Mukinbudin (Nicolle 3486 & French)"	""	"WA"	"O"	"C"	"G(2)m"	"E. leptophylla var. floribunda"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus salicola (salt gum)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Kitchener (Nicolle 6958 & French 6958)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"?Eucalyptus sp. Truslove (Brooker 7499)"	""	"WA"	"O"	"C"	"G(1)m"	"Dubious species (possibly = E. discreta), ?E. dissimulata subsp. ‘plauta’ ms"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus sp. Madura Beach (Nicolle 1570)"	""	"WA"	"O"	"C"	"G(3)m"	"E. sp. Eyre (Hill 2170 & Johnson)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus discreta (Mount Ragged mallee)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus uncinata (hook-leaved mallee)"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus uncinata (hook-leaved mallee)"	"subsp. uncinata"	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus uncinata (hook-leaved mallee)"	"subsp. Esperance Plains (Nicolle 1089)"	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus uncinata (hook-leaved mallee)"	"subsp. Mt Short (Nicolle 3575 & French)"	"WA"	"O"	"C"	"G(1)m"	"E. sp. Mt Short (Nicolle 3575 & French)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Porantherae"	""	"Eucalyptus albida (white-leaved mallee)"	""	"WA"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus yilgarnensis (yorrell)"	""	"WA"	"O"	"C"	"G(2)m"	"E. gracilis var. yilgarnensis"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus gracilis (white mallee, yorrell)"	""	"SA,WA,NSW,Vic"	"O"	"C"	"G(3)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus sp. South Newdegate lakes (Nicolle & French 6021)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus quadrans (Cascade mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus brevipes (Mukinbudin mallee)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus celastroides (snap and rattle)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus ‘virella’ ms (wheatbelt mallee)"	""	"WA"	"O"	"C"	"G(2)m"	"E. celastroides subsp. virella"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus calycogona"	""	""	""	""	""	""
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus calycogona"	"subsp. trachybasis (square-fruited mallee)"	"SA,Vic,NSW"	"O"	"C"	"G(2)m"	"E. calycogona subsp. ‘Eastern’ in Nicolle 1997"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus calycogona"	"subsp. calycogona (square-fruited mallee)"	"WA,SA"	"O"	"C"	"G(4)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus calycogona"	"subsp. miraculum (marvel mallee)"	"WA"	"O"	"C"	"G(2)m"	"E. calycogona subsp. miracula, E. sp. Marvel Loch (Nicolle & French 4794)"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus calycogona"	"subsp. spaffordii (Yeelanna mallee)"	"SA"	"O"	"C"	"G(1)m"	"E. calycogona var. staffordii"
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Heterostemones"	""	"Eucalyptus prolixa (square-fruited mallet)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Bisectae"	"Halophilae"	""	"Eucalyptus halophila"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Dissonae"	""	"Eucalyptus pimpiniana (pimpin mallee)"	""	"SA,WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus dolichorhyncha (fuchsia gum)"	""	"WA"	"O"	"C"	"G(1)m"	"E. forrestiana subsp. dolichorhyncha"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus forrestiana (fuchsia gum)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus stoatei (scarlet pear gum)"	""	"WA"	"O"	"C"	"G(1)m"	"E. forrestiana subsp. stoatei"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus brandiana (four-winged mallet)"	""	"WA"	"O"	"C"	"G(1)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus tetraptera (four-winged mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus sweedmaniana (four-winged mallee)"	""	"WA"	"O"	"C"	"G(2)m"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus ceratocorys (horn-capped mallee)"	""	"WA"	"O"	"C"	"G(1)m"	"E. angulosa var. ceratocorys"
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus sp. Queen Victoria Spring (Nicolle 524)"	""	"WA"	"O"	"C"	"G(1)"	
"Eucalyptus"	"Symphyomyrtus"	"Dumaria"	"Tetrapterae"	""	"Eucalyptus capitanea (desert ridge-fruited mallee)"	""	"SA"	"O"	"C"	"G(1)m"	
